2 | 01/01/2015 | Tahun Baru | Libur Nasional |  |  | 
3 | 01/03/2015 | Maulid Nabi | Libur Nasional |  |  | 
4 | 02/19/2015 | Tahun Baru Imlek | Libur Nasional |  |  | 
5 | 03/21/2015 | Nyepi | Libur Nasional |  |  | 
6 | 04/03/2015 | Wafatnya Isa AM | Libur Nasional |  |  | 
7 | 05/01/2015 | Hari Buruh Internasional | Libur Nasional |  |  | 
8 | 05/14/2015 | Hari Kenaikan Isa Am | Libur Nasional |  |  | 
9 | 05/16/2015 | Isra Miraj | Libur Nasional |  |  | 
10 | 06/02/2015 | Hari Raya Waisak | Libur Nasional |  |  | 
11 | 07/17/2015 | Idul Fitri | Libur Nasional |  |  | 
12 | 07/18/2015 | Idul Fitri | Libur Nasional |  |  | 
13 | 07/16/2015 | Cuti Idul Fitri | Libur Nasional |  |  | 
14 | 07/20/2015 | Cuti Idul Fitri | Libur Nasional |  |  | 
15 | 07/21/2015 | Cuti Idul Fitri | Libur Nasional |  |  | 
16 | 08/17/2015 | HUT Kemerdekaan | Libur Nasional |  |  | 
17 | 09/24/2015 | Idul Adha | Libur Nasional |  |  | 
18 | 10/14/2015 | Tahun Baru Islam | Libur Nasional |  |  | 
19 | 12/25/2015 | Natal | Libur Nasional |  |  | 
20 | 12/24/2015 | Cuti Natal | Libur Nasional |  |  | 
21 | 01/19/2015 | Hari Raya Suci Siwa Ratri | Libur Lokal  |  |  | 
22 | 01/20/2015 | Hari Raya Suci Siwa Ratri  | Libur Lokal  |  |  | 
23 | 03/20/2015 | Hari Raya Suci Tawur Agung Kesanga | Libur Lokal  |  |  | 
24 | 03/22/2015 | Hari Raya Suci Ngembak Geni | Libur Lokal  |  |  | 
25 | 05/02/2015 | Hari Raya Saraswati I | Libur Lokal  |  |  | 
26 | 05/06/2015 | Hari Raya Pagerwesi I | Libur Lokal  |  |  | 
27 | 07/14/2015 | Hari Raya Suci Penampahan Galungan I | Libur Lokal  |  |  | 
28 | 07/15/2015 | Hari Raya Suci Galungan I | Libur Lokal  |  |  | 
29 | 07/16/2015 | Hari Raya Suci Umanis Galungan I | Libur Lokal  |  |  | 
30 | 07/24/2015 | Hari Raya Suci Penampahan Kuningan I | Libur Lokal  |  |  | 
31 | 07/25/2015 | Hari Raya Suci Kuningan I | Libur Lokal  |  |  | 
32 | 07/26/2015 | Hari Raya Suci Umanis Kuningan I | Libur Lokal  |  |  | 
33 | 11/28/2015 | Hari Raya Suci Saraswati II | Libur Lokal  |  |  | 
34 | 12/02/2015 | Hari Raya Suci Pagerwesi II | Libur Lokal  |  |  | 
35 |  |  |  |  |  | 
36 |  |  |  |  |  | 
37 |  |  |  |  |  | 
38 |  |  |  |  |  | 
39 |  |  |  |  |  | 
40 |  |  |  |  |  | 
2 | Senin-Kamis | 7:30 | 4:00 | 8:30 | 1:30 | 5:30
3 | Jumat | 07:30 | 16:30 | 9:00 | 1:30 | 6:00
4 |  |  |  |  |  | 
5 |  |  |  |  |  | 
6 | Kondisi | Senin-Kamis | Jumat | Potongan |  | 
7 | Telat Lebih Dari | 00:30 | 00:30 | 1.50% |  | 
8 | Telat Kurang Dari | 00:30 | 00:30 | 1.00% |  | 
9 |  |  |  |  |  | 
10 | PSW1 | 00:30 | 00:30 | 0.00% |  | 
11 | PSW2 | 01:00 | 01:00 | 1.00% |  | 
